# #Freq[Hz], #Gain_mean[a.u.], #Gain_std[a.u.], #Phase_mean[rad], #Phase_std[rad]
2.919313664179338161e+02,3.241054229555929851e+02,6.077953749906940262e-01,-1.972343337171863775e-01,1.630715198699700819e-03
2.977831081667795274e+02,3.238271014003022401e+02,5.477772911377587484e-01,-2.019837436318934198e-01,2.571233943642081167e-03
3.037521476281511355e+02,3.235883662908354381e+02,7.145096058423721086e-01,-2.045977062345673281e-01,2.679035976889503068e-03
3.098408360256580067e+02,3.227874973901933799e+02,5.165894248707599834e-01,-2.076778339731776557e-01,1.518552288368134979e-03
3.160515717130082862e+02,3.226302450560655188e+02,5.712918651402961734e-01,-2.120249273246289368e-01,2.077683599725274957e-03
3.223868011187228717e+02,3.223772428488235846e+02,4.968175842814089305e-01,-2.172986364039956597e-01,1.716321458516729829e-03
3.288490197097963232e+02,3.225053688865356207e+02,6.396889061833183066e-01,-2.213978828822925349e-01,2.308356039595380917e-03
3.354407729746643554e+02,3.219043308960622767e+02,6.817204460250362308e-01,-2.261688138749923804e-01,2.878840572529853085e-03
3.421646574258849682e+02,3.218481042947303763e+02,3.327914039587562822e-01,-2.299349078738642249e-01,1.739559750840371979e-03
3.490233216229075310e+02,3.214217228232267871e+02,5.819716675430560704e-01,-2.345674712447748111e-01,2.202685687353765718e-03
3.560194672153542683e+02,3.213057638689865030e+02,4.472661224301162086e-01,-2.394868468434251940e-01,2.541115409295506382e-03
3.631558500072032984e+02,3.206426111343033654e+02,7.035570098572947462e-01,-2.443540519603769334e-01,1.981879289965945111e-03
3.704352810423138180e+02,3.198529384895899739e+02,5.604379072890630642e-01,-2.496591593569025824e-01,1.649136924139606468e-03
3.778606277116998058e+02,3.201390142513906767e+02,7.574087904212377653e-01,-2.520425593136512710e-01,2.216237340361140121e-03
3.854348148830102332e+02,3.195105684659272356e+02,5.231030566748171573e-01,-2.581800328540752032e-01,2.033278347831863481e-03
3.931608260526376171e+02,3.189965518351008313e+02,5.017311492259998174e-01,-2.627690675575476420e-01,2.198240777460959503e-03
